Recipient,hpAfrica1,hpAfrica2,hpAsia2,hpEurope,hpNEAfrica,hpNorthAsia,hpSahul,hpSiberia,hspHAEAsiaN,hspHAEAsiaS,hspLASEAsia,hspLAEAJapan,属性
HEL_BA9934AA_AS,31.162842,12.762042,115.01734,113.986223,57.142587,296.363206,59.2774,226.622305,499.544539,472.799501,758.817982,584.676583,hspLAEAChinaNS
HEL_BA9912AA_AS,26.293623,17.138857,91.513248,66.147672,30.258406,293.597102,66.357577,211.710246,554.224849,484.475675,745.555493,554.716701,hspLAEAChinaNS
HEL_CA0199AA_AS,30.155605,18.455003,72.868323,83.080928,47.706738,271.821429,64.039578,215.572746,521.827617,485.693704,787.291029,594.303432,hspLAEAChinaNS
HEL_BA9921AA_AS,34.783953,14.719417,88.209916,84.239158,36.718363,273.822123,48.350763,204.477119,557.862197,473.957759,671.367975,589.686444,hspLAEAChinaNS
HEL_BA9957AA_AS,29.443965,17.413022,122.64874,91.081948,39.334411,313.326621,71.038468,245.969152,581.97197,517.367289,668.780176,542.215838,hspLAEAChinaNS
GCA_013429715.1,34.616149,18.062067,114.869185,97.282056,35.880797,264.51268,75.929675,214.351303,516.024167,489.419006,802.464542,592.888383,hspLAEAChinaNS
HEL_BA9986AA_AS,29.062443,16.60328,119.032871,96.593334,36.742445,291.32761,64.909242,223.923171,554.773125,528.454141,674.041325,631.900574,hspLAEAChinaNS
GCA_013429025.1,27.094267,14.553469,99.888172,66.704598,43.057673,285.66783,70.218569,214.39513,515.657262,460.322973,764.251077,560.958641,hspLAEAChinaNS
HEL_BA9903AA_AS,27.045123,16.282934,91.423389,77.597523,36.680418,284.82332,66.790661,200.058116,514.590868,503.642357,757.54444,562.118223,hspLAEAChinaNS
HEL_CA0114AA_AS,27.813527,14.077716,88.264493,65.764982,36.008486,274.260656,62.08314,215.569594,542.679014,481.166081,702.740705,590.688262,hspLAEAChinaNS
HEL_BA9917AA_AS,26.48144,14.226099,88.674949,74.175981,33.5004,295.262691,58.576125,239.378204,584.142895,482.26764,722.474714,595.475768,hspLAEAChinaNS
HEL_BA9973AA_AS,26.977417,12.782444,85.989001,80.665735,36.433674,296.950944,61.029611,224.994456,577.510343,466.337366,754.200351,607.660491,hspLAEAChinaNS
HEL_BA9985AA_AS,27.233808,20.656725,104.674127,81.820774,37.142122,278.082071,70.842974,216.260226,567.756248,499.415356,688.145104,562.561495,hspLAEAChinaNS
HEL_BA9942AA_AS,24.873323,16.398187,109.743181,80.892783,37.127839,310.241838,75.062665,185.166758,552.780365,436.546766,745.608132,603.097366,hspLAEAChinaNS
HEL_BA9906AA_AS,23.919159,16.378293,89.732098,77.181892,30.684995,330.371613,64.523097,231.04531,563.071629,482.905916,709.29432,593.870674,hspLAEAChinaNS
HEL_BA9932AA_AS,34.728073,15.835322,92.613932,83.480932,36.419778,293.32244,70.156613,217.913433,566.883603,458.548349,757.885716,557.917874,hspLAEAChinaNS
GCA_013430855.1,28.080189,14.318498,111.4991,71.032532,35.035403,303.502775,52.252908,225.321904,523.457161,452.643344,693.098459,634.958924,hspLAEAChinaNS
HEL_CA0076AA_AS,25.118554,14.72972,89.464658,81.752163,31.033872,282.521458,67.184773,228.717219,558.070007,508.22895,707.078733,610.393622,hspLAEAChinaNS
HEL_CA0001AA_AS,26.682154,19.40602,110.353845,70.373966,40.336634,310.334926,61.239421,196.856539,514.651423,447.245057,804.55921,573.614807,hspLAEAChinaNS
GCA_013430365.1,23.795624,11.691238,108.450324,72.1714,35.856947,285.147994,59.089452,232.899217,509.675731,476.607453,792.89721,531.16565,hspLAEAChinaNS
HEL_BA9958AA_AS,35.919747,16.229693,98.881284,74.633716,37.016831,273.15454,64.948912,191.72182,520.740365,501.32029,822.324174,550.432248,hspLAEAChinaNS
GCA_013429195.1,30.566738,12.727012,96.978729,89.912636,48.728163,271.681866,53.323124,196.80348,510.093774,479.446099,790.979594,575.572786,hspLAEAChinaNS
HEL_CA0002AA_AS,27.292056,15.961976,91.805622,65.825729,35.950526,291.691497,71.011464,190.954928,506.891935,445.174138,791.424329,556.441942,hspLAEAChinaNS
HEL_CA0246AA_AS,29.625135,16.531079,110.1891,80.911531,35.107613,281.399611,68.951042,204.283251,552.073198,486.465887,715.696078,544.483205,hspLAEAChinaNS
GCA_013429075.1,23.956198,18.179133,102.527683,87.963057,44.554381,281.747471,64.73846,222.346931,537.451461,479.36302,765.303978,549.009197,hspLAEAChinaNS
HEL_BA9976AA_AS,25.417152,14.667844,88.051858,86.627457,28.540538,258.492695,51.662642,201.578128,547.540242,473.647378,680.496722,577.022317,hspLAEAChinaNS
HEL_CA0242AA_AS,32.744491,15.059053,97.420006,75.775937,32.909545,304.733608,68.628106,217.76154,518.087492,468.380309,773.856631,563.010439,hspLAEAChinaNS
HEL_BA9993AA_AS,25.203164,15.004405,93.674719,88.837756,34.611688,302.604476,66.762818,226.04216,522.761566,498.502208,734.930933,614.402285,hspLAEAChinaNS
GCA_013428165.1,27.139422,14.511879,88.916424,62.28222,40.811405,270.55589,64.536565,229.506674,538.323725,473.228932,692.915983,545.165744,hspLAEAChinaNS
HEL_BA9983AA_AS,36.369481,16.729637,112.250078,84.181241,37.079342,297.321911,59.689601,243.108054,603.753988,510.866574,643.900462,565.883793,hspLAEAChinaNS
HEL_CA6380AA_AS,30.725876,16.984744,118.241655,83.274709,50.084355,375.581327,58.131539,284.087352,503.771336,454.231584,615.999263,592.197606,hspLAEAChinaNS
GCA_013430265.1,28.231689,12.433153,113.64909,64.536523,35.480894,263.839501,59.263073,211.052252,541.777493,505.529762,711.605072,579.179327,hspLAEAChinaNS
HEL_BA9918AA_AS,25.634991,18.080547,114.334484,94.045928,34.921069,295.698605,70.679667,214.969536,486.021828,407.012155,877.805608,545.845773,hspLAEAChinaNS
GCA_013430705.1,31.590601,14.228076,86.042675,84.338811,31.702967,307.178824,67.818283,210.507553,513.797102,508.651151,731.950059,592.019079,hspLAEAChinaNS
GCA_013428215.1,29.747668,17.747082,110.710841,80.025754,27.745966,270.086027,75.013865,196.710183,525.172703,520.245142,762.870955,539.605958,hspLAEAChinaNS
HEL_BA9963AA_AS,20.451111,15.668155,103.202333,81.408815,33.932186,283.565706,61.341263,237.390321,537.454604,520.678974,681.735678,596.762623,hspLAEAChinaNS
GCA_013428365.1,29.417436,12.595951,108.732975,65.866389,32.878777,279.527755,57.984127,224.270433,580.284455,485.298567,717.506686,563.344565,hspLAEAChinaNS
GCA_013431415.1,22.641541,15.420735,95.508981,60.139975,30.365248,275.745133,71.212903,218.713711,545.722782,498.394014,678.757909,596.568582,hspLAEAChinaNS
GCA_013429615.1,27.461668,14.849211,99.432913,77.409314,38.638204,267.926489,65.579438,221.867548,523.463397,475.180865,773.856217,608.551442,hspLAEAChinaNS
GCA_013429515.1,26.151388,18.614016,105.308236,90.268251,36.266285,299.250134,58.740353,195.604812,525.615294,480.284718,761.16481,563.34666,hspLAEAChinaNS
HEL_BA9910AA_AS,32.573315,16.359457,100.996618,85.889127,41.235116,272.401795,64.623196,226.274403,556.664048,468.562733,711.446691,560.443434,hspLAEAChinaNS
HEL_CA0372AA_AS,28.913582,13.472334,128.035633,99.0466,53.060126,297.608278,61.326168,219.887365,518.701256,490.330279,685.182957,581.756499,hspLAEAChinaNS
HEL_BA9956AA_AS,23.732408,10.720141,89.802461,79.034563,36.013106,278.460397,52.797546,224.090999,571.869116,503.346135,634.602416,558.322985,hspLAEAChinaNS
GCA_013429755.1,24.970418,17.373263,91.699889,73.075285,34.564624,281.64022,65.611386,227.270715,555.795286,459.614367,658.454934,594.62169,hspLAEAChinaNS
HEL_BA9975AA_AS,28.458043,13.502861,86.640741,72.439758,36.035788,283.880565,58.275639,198.741712,516.653969,482.64277,801.939827,599.092124,hspLAEAChinaNS
HEL_BA9937AA_AS,24.56493,12.196689,99.055368,72.739749,30.351689,279.57409,67.702796,196.200107,553.546139,465.589256,686.743251,556.991022,hspLAEAChinaNS
HEL_BA9949AA_AS,26.527837,15.569439,124.552931,72.066561,41.094408,275.276538,72.21325,261.76141,611.436122,443.089926,669.449793,564.864216,hspLAEAChinaNS
HEL_CA0101AA_AS,30.177502,14.309287,103.098529,69.188153,31.813238,313.121831,70.645305,216.970959,531.593822,497.115465,791.360004,586.897212,hspLAEAChinaNS
HEL_BA9941AA_AS,25.597393,17.084942,100.800217,72.409553,35.441928,275.169686,70.911354,206.345171,569.936631,498.843007,737.804417,587.689211,hspLAEAChinaNS
HEL_BA9974AA_AS,38.8296,16.361362,90.629423,126.010115,75.500654,293.581395,62.226615,206.212798,525.244188,469.876167,703.840442,570.154108,hspLAEAChinaNS
HEL_BA9972AA_AS,21.261202,13.494761,107.996525,75.373487,35.098131,272.164712,64.139984,180.956686,525.556468,489.512301,752.975299,589.070742,hspLAEAChinaNS
GCA_013431785.1,35.498659,14.815735,99.811802,82.302375,37.800489,281.182327,69.186118,204.418306,497.438105,471.579559,751.230296,548.637017,hspLAEAChinaNS
HEL_CA0000AA_AS,27.281634,14.980434,85.55356,68.667405,31.9313,288.779629,58.634835,230.253415,548.430871,445.38693,807.767908,602.018146,hspLAEAChinaNS
GCA_013428655.1,24.319942,18.617343,93.085587,62.867085,25.950899,273.577746,49.530802,203.004935,552.812663,468.215876,692.021174,575.470145,hspLAEAChinaNS
GCA_013431045.1,31.702346,16.19131,110.75791,112.099939,60.399768,288.595409,64.675693,231.026798,544.936451,506.876907,729.426145,561.580086,hspLAEAChinaNS
HEL_BA9933AA_AS,29.756718,17.47906,102.28567,66.586517,41.152628,262.899401,58.074183,239.065892,493.288867,481.925834,739.528057,588.903475,hspLAEAChinaNS
HEL_BA9980AA_AS,23.104982,12.704568,100.014542,67.498689,36.673943,284.114805,54.034201,202.998229,504.611563,473.149207,782.739215,581.43665,hspLAEAChinaNS
HEL_BA5295AA_AS,28.015123,15.392861,92.721852,89.488963,34.680251,269.945881,60.413792,194.311076,512.213263,466.313644,693.594977,557.45993,hspLAEAChinaNS
HEL_BA9923AA_AS,26.771989,17.31216,108.48337,71.252616,43.174208,281.643628,68.116733,228.962318,515.595402,488.885015,729.810796,587.724081,hspLAEAChinaNS
HEL_BA9914AA_AS,26.862275,11.381992,81.069549,68.358032,33.376598,265.185104,69.146783,192.172477,559.704045,486.609576,708.433914,608.190797,hspLAEAChinaNS
HEL_AA5899AA_AS,26.164925,12.472652,88.62427,72.691688,24.350062,252.855095,45.746841,202.152701,509.192908,483.873084,616.873283,617.359703,hspLAEAChinaNS
GCA_013432035.1,27.191605,13.913958,88.633935,70.501182,36.573679,268.908105,71.098768,181.724321,521.506276,528.869566,748.871572,553.311633,hspLAEAChinaNS
HEL_BA9929AA_AS,26.404311,15.513545,98.149748,75.053312,41.977252,311.856598,74.864332,235.020436,464.833669,408.100959,886.42157,548.417426,hspLAEAChinaNS
HEL_AA0255AA_AS,26.821226,19.355819,85.638321,70.473148,28.942303,284.821202,61.64197,213.726803,540.453193,497.352884,772.505837,578.958222,hspLAEAChinaNS
GCA_013427755.1,34.325254,15.977033,138.262868,122.257377,59.170825,300.250934,67.880259,249.536207,543.412399,496.614707,690.716106,534.561116,hspLAEAChinaNS
HEL_CA4945AA_AS,35.691296,16.517194,127.684401,85.228982,53.429326,264.451973,63.467022,224.996655,456.766395,450.260886,912.663181,490.523699,hspLAEAChinaNS
HEL_BA9967AA_AS,26.294127,14.224989,118.720788,79.649618,45.253733,290.469958,45.381769,215.654094,599.562488,484.775163,691.130837,581.472213,hspLAEAChinaNS
HEL_BA9971AA_AS,30.21548,10.980993,112.124271,82.129283,42.188338,300.452099,68.821408,218.372219,554.126018,474.931269,704.575989,625.076635,hspLAEAChinaNS
GCA_013428735.1,27.024126,15.563427,119.765254,91.541188,34.457855,281.094077,58.569676,226.598529,531.479325,505.798289,660.415809,598.060611,hspLAEAChinaNS
HEL_AA2001AA_AS,30.479296,16.249564,95.743266,107.288631,41.533524,320.889427,52.396995,212.848698,478.647922,463.857852,787.224558,560.990994,hspLAEAChinaNS
HEL_BA9922AA_AS,22.605445,13.513461,91.938517,77.501811,35.53423,302.158386,58.20911,184.699304,526.668241,483.316986,719.530153,597.247887,hspLAEAChinaNS
HEL_BA9960AA_AS,26.705467,13.675266,98.8929,87.793814,37.874484,292.343582,64.379983,213.934986,547.122701,501.653614,753.804764,587.843839,hspLAEAChinaNS
GCA_013429815.1,26.763601,18.135528,127.522949,74.738516,36.349505,274.200453,57.726934,212.851417,582.458324,523.906439,657.295021,531.633009,hspLAEAChinaNS
HEL_BA9904AA_AS,29.872088,16.066951,108.417483,82.34024,47.513963,279.400031,57.41031,218.161335,567.62512,512.658303,675.734563,601.047863,hspLAEAChinaNS
HEL_CA0093AA_AS,29.340844,15.433882,108.452626,73.377017,43.027741,279.050425,66.410889,200.329452,543.289046,489.485543,755.983877,563.496367,hspLAEAChinaNS
GCA_013429375.1,31.146915,14.636503,96.560013,78.407726,38.119616,290.862708,55.374254,204.147283,569.510344,505.258682,743.205234,569.831903,hspLAEAChinaNS
GCA_013428795.1,31.645291,16.716105,122.979045,85.14724,31.514901,323.461365,66.344154,232.41152,522.614783,444.2229,811.693944,498.584808,hspLAEAChinaNS
HEL_BA9977AA_AS,28.91405,16.677112,101.678941,85.882444,43.295329,297.369349,72.425834,228.567177,554.040816,436.40442,746.984753,562.620556,hspLAEAChinaNS
HEL_BA9981AA_AS,25.797732,15.003542,90.990894,78.021976,37.770632,254.148465,62.703339,198.583203,553.469817,498.284074,729.130395,543.772834,hspLAEAChinaNS
HEL_BA9936AA_AS,43.176631,22.199929,123.043923,114.702745,53.933987,289.674918,85.449425,215.740559,506.848055,443.657884,795.633322,550.4308,hspLAEAChinaNS
HEL_CA6727AA_AS,30.498962,14.180909,134.023483,138.725825,50.243812,277.056746,53.98057,186.611855,543.988172,471.96306,681.440211,549.603508,hspLAEAChinaNS
HEL_BA5776AA_AS,53.122943,19.020626,137.166935,116.580799,71.370896,281.650353,73.407874,204.808244,452.758965,418.080583,872.309402,502.548148,hspLAEAChinaNS
HEL_CA6190AA_AS,37.730312,18.925853,106.587043,106.512718,52.127082,348.38437,67.948698,262.694079,471.417537,474.391146,686.618456,601.13058,hspLAEAChinaNS
HEL_CA6732AA_AS,29.051464,17.103283,117.792085,81.100795,37.681574,259.775266,63.911161,184.530658,595.847741,547.950684,672.26207,552.534445,hspLAEAChinaNS
GCA_018120555.1,27.153127,11.789609,93.620148,68.785428,38.958764,275.133212,58.490327,192.70494,506.475931,475.568437,731.236117,571.05017,hspLAEAChinaNS
GCA_018120465.1,30.751261,15.932699,116.965424,91.261326,39.021282,307.516038,61.392688,234.477479,522.616466,496.174032,654.899164,568.406605,hspLAEAChinaNS
GCA_018120455.1,33.35277,16.696902,120.138921,93.812303,49.17366,282.338965,62.321358,206.162916,565.125069,478.300356,712.97135,540.141844,hspLAEAChinaNS
GCA_018120415.1,26.723625,16.938244,101.660902,70.897663,40.290048,281.065388,74.372843,214.73094,530.923611,482.936582,695.323077,588.299228,hspLAEAChinaNS
GCA_018120395.1,26.723625,16.938244,101.660902,70.897663,40.290048,281.065388,74.372843,214.73094,530.923611,482.936582,695.323077,588.299228,hspLAEAChinaNS
GCA_018120375.1,26.719347,16.936661,102.215049,70.910794,40.691274,281.505856,74.396347,212.996131,531.29539,483.121992,696.311301,586.607319,hspLAEAChinaNS
GCA_018120355.1,32.891592,14.862585,104.195363,80.017358,48.363534,278.318272,72.809192,217.532794,536.367555,476.372361,685.188133,571.431722,hspLAEAChinaNS
GCA_018120335.1,26.698249,16.911913,101.666434,72.778467,40.159111,279.052707,74.367724,214.49157,530.914365,482.964119,695.243733,588.290196,hspLAEAChinaNS
GCA_018120315.1,30.214704,12.643228,91.595181,76.25253,44.514295,308.372142,51.561021,206.322916,516.835251,525.304819,709.457399,568.429692,hspLAEAChinaNS
GCA_018120275.1,28.099258,12.238576,105.574659,78.192647,31.651068,290.55863,60.884121,230.748701,526.289865,519.026008,702.262034,587.870363,hspLAEAChinaNS
GCA_018120245.1,25.845187,21.28992,100.221987,80.437273,41.494724,284.639914,52.078667,228.7192,554.324592,529.833759,660.986932,589.121296,hspLAEAChinaNS
GCA_018120235.1,25.296425,15.658831,99.610703,75.87791,33.708841,287.603671,59.001172,226.701233,533.251481,511.135402,796.58158,537.611278,hspLAEAChinaNS
GCA_018120195.1,30.061196,11.840278,108.974428,74.233111,39.454194,279.221099,69.47095,209.665083,534.659917,528.515674,709.754099,578.787875,hspLAEAChinaNS
GCA_018120165.1,25.626451,14.918366,86.584664,61.125521,35.979798,260.325098,53.103057,216.024663,550.372707,456.774499,704.345439,602.182163,hspLAEAChinaNS
GCA_018120155.1,24.046164,17.831659,96.372086,77.135249,34.694733,311.761063,55.152999,239.464817,524.960324,475.118568,751.801661,554.150141,hspLAEAChinaNS
GCA_018120125.1,25.787475,12.771234,81.508416,64.158825,27.373497,270.17091,61.63836,218.0277,532.332882,467.668461,734.242491,555.545829,hspLAEAChinaNS
GCA_018120065.1,26.87344,16.794467,87.703161,69.502915,38.202417,261.955277,66.109254,207.180669,504.789759,474.477126,751.17944,539.814011,hspLAEAChinaNS
GCA_018120045.1,26.717269,16.926676,101.667997,70.890215,40.285298,281.053832,74.366673,214.724765,530.950419,483.021775,695.383606,587.564542,hspLAEAChinaNS
GCA_018120035.1,28.031376,11.627114,108.295735,80.221709,31.661262,291.594687,63.009984,226.447416,526.01725,522.5037,696.470351,576.490923,hspLAEAChinaNS
GCA_018119995.1,28.976142,15.501882,91.844913,90.165748,35.939597,304.618448,57.231278,199.753708,523.367239,459.975483,757.979783,567.836333,hspLAEAChinaNS
GCA_018119975.1,32.689349,13.566824,83.590122,62.449093,31.562361,313.375383,59.633368,186.418943,518.679646,460.962681,737.262,574.975314,hspLAEAChinaNS
GCA_018119945.1,25.378406,15.082491,98.18268,75.02036,39.838893,301.902055,60.332118,211.695144,515.447906,505.236073,762.835528,579.03221,hspLAEAChinaNS
GCA_018119935.1,23.798157,16.782419,98.79266,80.009636,29.182709,300.182339,68.520308,200.952283,516.305797,510.448607,707.019561,571.723715,hspLAEAChinaNS
GCA_018120575.1,21.959734,16.915971,97.449481,91.097832,34.34957,277.853058,58.738018,204.273713,554.69555,488.016825,657.331409,589.004693,hspLAEAChinaNS
GCA_018119915.1,29.887379,16.610635,101.578249,75.290765,33.688808,306.181673,60.529763,217.566364,528.524266,430.83768,702.117105,590.845102,hspLAEAChinaNS
GCA_018120595.1,32.563734,18.063798,112.884045,96.988489,41.910572,308.558436,62.772262,261.390312,537.020422,462.029689,685.273946,574.499211,hspLAEAChinaNS
GCA_018120615.1,28.15213,15.494978,110.75185,84.327959,34.442873,305.365638,54.487399,211.80239,551.777879,495.437543,738.236545,574.282928,hspLAEAChinaNS
GCA_018121505.1,28.986008,13.525759,99.324467,79.968896,45.516369,267.793442,55.776891,214.192091,555.01596,445.019337,746.134784,568.895651,hspLAEAChinaNS
GCA_018121475.1,28.349043,17.136953,109.736161,82.778964,43.059541,299.228524,65.479617,233.528383,592.39415,467.447054,663.831697,599.611893,hspLAEAChinaNS
GCA_018121435.1,27.849653,14.187964,95.001928,72.910565,35.434518,276.058343,60.40487,208.749831,546.340158,484.910182,757.332623,565.341034,hspLAEAChinaNS
GCA_018121375.1,33.698689,18.843685,105.404939,86.955185,42.560274,300.718422,62.357829,242.250429,566.379426,513.181199,736.71835,539.008289,hspLAEAChinaNS
GCA_018121305.1,30.404052,16.041238,93.07373,75.23738,40.152123,306.40996,58.42198,203.379067,517.14222,465.35797,769.193949,574.663128,hspLAEAChinaNS
GCA_018121295.1,24.23975,10.365906,92.553169,72.690042,28.672362,285.038475,65.583217,206.038196,527.90868,467.046804,757.091991,542.332509,hspLAEAChinaNS
GCA_018121255.1,29.397067,15.189533,104.573441,82.595182,45.33352,276.148335,71.593269,213.195505,549.576356,494.514014,735.257188,603.101175,hspLAEAChinaNS
GCA_018121205.1,31.879175,15.080962,100.171448,78.793332,40.332481,266.485126,58.733003,228.142536,553.771821,460.292013,685.491386,558.160293,hspLAEAChinaNS
GCA_018121195.1,26.450442,18.114382,105.919965,72.207317,34.693129,290.75686,61.519197,202.289537,556.380381,510.332446,690.457154,578.566334,hspLAEAChinaNS
GCA_018121145.1,28.302423,15.396206,96.505879,81.495142,34.435947,301.276644,56.741066,219.324483,533.840406,508.031199,660.325826,587.062225,hspLAEAChinaNS
GCA_018121135.1,28.58345,15.620746,99.261187,81.873257,39.866676,286.506874,52.74506,216.785592,546.21268,482.432905,714.94684,571.146863,hspLAEAChinaNS
GCA_018121075.1,27.808775,14.483918,107.698241,80.928239,29.742906,284.186522,62.041217,216.719348,543.613401,450.040061,714.117333,595.106018,hspLAEAChinaNS
GCA_018120995.1,33.869943,17.00999,96.137566,106.444847,43.177432,287.013713,54.682994,224.613709,520.316589,489.096223,724.92963,550.104723,hspLAEAChinaNS
HEL_CA6730AA_AS,32.690401,13.665781,127.639333,91.182065,37.930703,280.672169,73.814792,211.770744,613.240039,519.628559,710.955422,485.521816,hspLAEAChinaNS
GCA_018120915.1,31.366721,18.404218,125.066841,93.651328,50.072481,310.803703,51.895778,240.475768,535.977313,488.976802,680.276851,593.622331,hspLAEAChinaNS
GCA_018120855.1,30.354013,17.95569,98.191602,92.075101,36.762381,281.585156,64.470438,215.820865,532.453101,469.828295,736.805838,588.483456,hspLAEAChinaNS
GCA_018120805.1,31.010269,16.174885,116.783427,78.149815,36.734495,300.91076,67.151987,227.373043,538.712605,464.35042,693.386644,550.861423,hspLAEAChinaNS
GCA_018120785.1,26.728981,16.949702,101.645288,70.855772,40.250885,281.180206,74.346105,214.364956,532.273719,482.841154,694.456023,588.173739,hspLAEAChinaNS
GCA_018120775.1,28.957232,13.591412,97.575402,83.871118,33.138721,304.383765,56.802174,213.612799,531.151778,486.207702,709.883172,566.317534,hspLAEAChinaNS
GCA_018120735.1,29.946461,15.348629,100.399314,86.362252,40.924998,298.910826,85.51125,214.223718,566.752005,463.091779,781.88991,579.806731,hspLAEAChinaNS
GCA_018120685.1,30.037164,19.184483,93.15589,79.932584,33.76718,303.42723,54.587716,199.842295,545.417713,509.662628,690.289412,593.369327,hspLAEAChinaNS
GCA_018120645.1,26.719347,16.936661,102.215049,70.910794,40.691274,281.505856,74.396347,212.996131,531.29539,483.121992,696.311301,586.607319,hspLAEAChinaNS
GCA_018120635.1,25.489346,13.228058,95.192854,71.428986,29.325908,285.460758,64.560599,222.29099,558.78241,473.005422,736.954923,615.534205,hspLAEAChinaNS
HEL_CA0489AA_AS,63.684264,21.473749,173.033821,148.217455,82.713944,253.453321,85.976017,208.651001,468.425564,409.794961,990.116443,458.44761,hspLAEAChinaNS
GCA_018121615.1,32.095405,17.03754,97.880719,80.511474,40.822567,273.838121,67.799537,226.077699,530.005349,484.319181,726.837779,590.474468,hspLAEAChinaNS
GCA_018119875.1,27.229123,15.359637,98.605161,86.09322,42.905478,307.899267,64.839369,215.503164,535.537928,509.923579,732.632095,533.275463,hspLAEAChinaNS
GCA_018119815.1,31.332616,17.863391,93.309349,76.178426,37.490339,283.298369,65.139986,215.867939,552.830544,498.956096,761.390741,543.574873,hspLAEAChinaNS
HEL_CA6776AA_AS,47.544797,21.405157,155.093298,204.661628,79.762284,305.384932,69.011307,293.631485,458.276185,432.601227,578.531292,694.188999,hspLAEAChinaNS
HEL_CA6789AA_AS,30.060904,16.296952,115.25133,137.34821,39.416103,294.633103,72.680008,205.743167,491.411172,479.815306,711.211074,573.949331,hspLAEAChinaNS
HEL_CA5756AA_AS,25.018093,15.446526,101.783078,72.433631,38.942009,329.230321,59.004675,241.103106,477.256118,427.560265,545.355899,751.495613,hspLAEAChinaNS
HEL_CA6814AA_AS,34.304843,12.200627,125.852511,84.231535,41.821005,272.022584,56.851839,258.287368,563.030768,534.754071,590.107971,560.151405,hspLAEAChinaNS
GCA_018327845.1,29.728307,12.011476,114.31618,91.749978,46.54943,435.312124,54.684491,279.301979,467.879342,434.03433,470.982202,706.4183,hspLAEAChinaNS
HEL_CA5287AA_AS,24.080775,12.581961,79.937319,59.374214,30.447931,314.376441,65.86097,208.269048,483.207691,456.48155,582.15766,801.249393,hspLAEAChinaNS
HEL_CA5163AA_AS,23.443758,12.819391,96.705482,67.251135,30.976711,523.267964,50.685365,286.251148,470.545287,410.424166,455.656718,635.169174,hspLAEAChinaNS
HEL_CA5144AA_AS,25.910694,17.30592,97.911306,88.608991,35.226769,453.847274,59.373365,296.623946,485.121038,413.247101,478.443411,724.117264,hspLAEAChinaNS
HEL_AA0335AA_AS,65.351489,24.342607,224.211855,252.00749,133.093893,321.592903,80.001919,274.302949,454.34952,411.04651,470.846365,692.183777,hspLAEAChinaNS
HEL_CA4636AA_AS,37.552101,13.971492,107.752397,93.64833,57.520234,360.168414,51.203919,234.827241,495.086376,426.838357,561.284169,749.012208,hspLAEAChinaNS
HEL_CA4628AA_AS,44.442473,18.240796,127.778789,136.801583,72.86862,305.995203,54.16098,253.78564,466.586661,413.978737,602.265243,713.326004,hspLAEAChinaNS
GCA_013430445.1,32.569113,13.985394,142.181446,137.639121,55.526307,303.804638,55.480327,285.504795,642.687166,534.406469,617.253855,517.620802,hspLAEAChinaNS
HEL_CA0333AA_AS,30.484636,14.43392,93.104619,81.641755,30.931153,273.857189,55.431154,217.788093,531.188511,466.31888,705.04161,579.647887,hspLAEAChinaNS
HEL_CA6267AA_AS,103.804104,30.147468,336.624017,290.738507,194.329933,236.842461,95.742722,222.018593,415.542714,395.578345,863.672597,412.285884,hspLAEAChinaNS
HEL_CA4619AA_AS,36.443436,17.07197,97.318655,93.835569,38.552179,295.759109,56.626243,200.445822,460.684308,434.127387,577.631226,767.511071,hspLAEAChinaNS
HEL_CA3705AA_AS,37.492759,19.299593,163.416346,132.504827,70.519653,245.597673,94.315992,179.756275,524.36538,477.138809,843.89197,503.379073,hspLAEAChinaNS
HEL_CA0109AA_AS,33.730644,17.202358,139.403099,119.981625,57.73536,274.925082,67.389044,217.921539,478.69543,470.694742,711.583757,522.531589,hspLAEAChinaNS
HEL_BA5577AA_AS,37.731014,13.518859,99.844913,104.888816,45.05915,309.431709,58.181815,222.446455,459.556091,422.008909,676.362629,715.950577,hspLAEAChinaNS
HEL_CA0096AA_AS,22.99402,13.398674,92.966351,86.887911,31.644916,263.490874,51.011888,217.334539,504.248891,452.781893,655.098839,561.155912,hspLAEAChinaNS
HEL_BA9927AA_AS,37.389681,16.445503,116.475386,112.674021,50.103883,301.850955,65.998353,221.698808,571.064998,470.105998,670.907267,638.374304,hspLAEAChinaNS
HEL_AA0256AA_AS,21.707574,17.321387,87.855454,66.357883,38.969781,246.250241,54.056163,204.428316,527.192826,488.484874,751.430071,601.038738,hspLAEAChinaNS
GCA_013429805.1,26.500114,14.73756,80.796062,80.670155,30.373516,271.445021,57.39268,213.184342,557.943447,509.268565,675.430361,601.23177,hspLAEAChinaNS
HEL_CA0610AA_AS,31.094081,12.092349,111.389927,92.072931,38.947674,306.815436,53.729236,218.178038,512.428847,399.650426,607.736967,716.139932,hspLAEAChinaNS
HEL_CA3263AA_AS,205.158315,27.404816,356.026879,397.657287,341.743135,247.097421,108.788989,274.370108,434.733406,402.12771,779.609846,398.669985,hspLAEAChinaNS
GCA_018119825.1,26.724703,16.948119,102.199435,70.868903,40.652111,281.620675,74.369608,212.630146,532.645497,483.026564,695.444247,586.481831,hspLAEAChinaNS
GCA_001940185.1,24.408,13.504797,88.492831,78.050158,37.93912,314.628013,72.640877,208.875524,526.846714,490.092447,735.789124,568.957219,hspLAEAChinaNS
HEL_CA5863AA_AS,25.328651,20.808282,92.917142,70.846221,30.698602,290.475427,64.777998,190.448393,510.839157,426.870908,646.065428,757.168781,hspLAEAChinaNS
